#idx, dt(s),dx(m),dy(m),dtheta(m)
1071, 0.099926, 1.017799, 0.000000, 0.002082
1072, 0.110151, 1.118988, 0.000000, 0.001606
1073, 0.099970, 1.013070, 0.000000, 0.001683
1074, 0.109945, 1.110730, 0.000000, 0.000814
1075, 0.099910, 1.005341, 0.000000, -0.000194
1076, 0.110043, 1.103294, 0.000000, -0.000446
1077, 0.100114, 0.999994, 0.000000, -0.000141
1078, 0.100036, 0.995865, 0.000000, 0.000167
1079, 0.109836, 1.090805, 0.000000, -0.000040
1080, 0.100001, 0.990507, 0.000000, -0.000972
1081, 0.109988, 1.086026, 0.000000, -0.001614
1082, 0.100037, 0.984086, 0.000000, -0.001643
1083, 0.100181, 0.982595, 0.000000, -0.002253
1084, 0.109783, 1.074756, 0.000000, -0.003454
1085, 0.100051, 0.977963, 0.000000, -0.003705
1086, 0.109970, 1.073326, 0.000000, -0.004401
1087, 0.099974, 0.974830, 0.000000, -0.004160
1088, 0.110184, 1.073783, 0.000000, -0.004219
1089, 0.099816, 0.972799, 0.000000, -0.003704
1090, 0.099972, 0.974832, 0.000000, -0.004815
1091, 0.110024, 1.073007, 0.000000, -0.005934
1092, 0.099959, 0.975032, 0.000000, -0.007368
1093, 0.110101, 1.074238, 0.000000, -0.008646
1094, 0.099948, 0.976022, 0.000000, -0.008539
1095, 0.099977, 0.977368, 0.000000, -0.009201
1096, 0.110026, 1.076533, 0.000000, -0.009644
1097, 0.100194, 0.981528, 0.000000, -0.009129
1098, 0.109845, 1.077706, 0.000000, -0.009530
1099, 0.099935, 0.981801, 0.000000, -0.009166
1100, 0.109985, 1.081747, 0.000000, -0.010330
1101, 0.100159, 0.986729, 0.000000, -0.010126
1102, 0.100066, 0.988246, 0.000000, -0.010443
1103, 0.109815, 1.086668, 0.000000, -0.011491
1104, 0.099949, 0.990094, 0.000000, -0.010083
1105, 0.110004, 1.091131, 0.000000, -0.009583
1106, 0.099999, 0.993510, 0.000000, -0.006185
1107, 0.100136, 0.995954, 0.000000, -0.004619
1108, 0.109923, 1.093091, 0.000000, -0.002890
1109, 0.099978, 0.993521, 0.000000, -0.000588
1110, 0.109955, 1.091209, 0.000000, 0.001962
1111, 0.099974, 0.990391, 0.000000, 0.003744
1112, 0.100232, 0.992459, 0.000000, 0.005219
1113, 0.109776, 1.086989, 0.000000, 0.007444
1114, 0.100022, 0.989689, 0.000000, 0.006052
1115, 0.109975, 1.085913, 0.000000, 0.005840
1116, 0.099996, 0.984246, 0.000000, 0.005167
1117, 0.110040, 1.079726, 0.000000, 0.006212
1118, 0.099969, 0.978982, 0.000000, 0.005581
1119, 0.100005, 0.978371, 0.000000, 0.005877
1120, 0.110173, 1.076510, 0.000000, 0.007266
1121, 0.099875, 0.973387, 0.000000, 0.006916
1122, 0.110009, 1.068785, 0.000000, 0.007141
1123, 0.099987, 0.968309, 0.000000, 0.005413
1124, 0.099917, 0.962882, 0.000000, 0.003558
1125, 0.110157, 1.051856, 0.000000, 0.002144
1126, 0.100046, 0.942951, 0.000000, 0.000810
1127, 0.109807, 1.018658, 0.000000, 0.000572
1128, 0.099995, 0.910825, 0.000000, 0.000759
1129, 0.099998, 0.893403, 0.000000, 0.000847
1130, 0.109992, 0.967669, 0.000000, 0.000505
1131, 0.100198, 0.874432, 0.000000, 0.000569
1132, 0.109789, 0.954510, 0.000000, 0.000339
1133, 0.100023, 0.867922, 0.000000, -0.000224
1134, 0.109963, 0.952191, 0.000000, 0.000031
1135, 0.100024, 0.864481, 0.000000, -0.000583
1136, 0.100046, 0.863195, 0.000000, -0.001100
1137, 0.109953, 0.947088, 0.000000, -0.001510
1138, 0.100038, 0.859868, 0.000000, -0.001489
1139, 0.109956, 0.941936, 0.000000, -0.001321
1140, 0.100001, 0.852867, 0.000000, -0.001423
1141, 0.110025, 0.933773, 0.000000, -0.000741
1142, 0.099975, 0.845287, 0.000000, 0.001107
1143, 0.099970, 0.842690, 0.000000, 0.002083
1144, 0.110162, 0.925589, 0.000000, 0.003355
1145, 0.100074, 0.838289, 0.000000, 0.004212
1146, 0.109979, 0.917603, 0.000000, 0.005366
1147, 0.099787, 0.828899, 0.000000, 0.004350
1148, 0.100009, 0.827409, 0.000000, 0.003630
1149, 0.110135, 0.907563, 0.000000, 0.004052
1150, 0.099921, 0.820959, 0.000000, 0.003354
1151, 0.109946, 0.901870, 0.000000, 0.003172
1152, 0.100007, 0.819255, 0.000000, 0.002195
1153, 0.109971, 0.898450, 0.000000, 0.002259
1154, 0.100017, 0.814008, 0.000000, 0.001327
1155, 0.100257, 0.810677, 0.000000, 0.000309
1156, 0.109732, 0.876364, 0.000000, 0.000411
1157, 0.100028, 0.785435, 0.000000, 0.000070
1158, 0.109971, 0.845618, 0.000000, -0.000357
1159, 0.100005, 0.751026, 0.000000, -0.000059
1160, 0.100025, 0.732445, 0.000000, -0.000107
1161, 0.110019, 0.781617, 0.000000, -0.000407
1162, 0.099936, 0.686722, 0.000000, -0.000260
1163, 0.110043, 0.729652, 0.000000, 0.000232
1164, 0.099953, 0.638270, 0.000000, 0.000401
1165, 0.110073, 0.676152, 0.000000, 0.000678
1166, 0.099927, 0.589904, 0.000000, 0.000986
1167, 0.100013, 0.568409, 0.000000, 0.000898
1168, 0.110090, 0.603765, 0.000000, 0.000438
1169, 0.100068, 0.534547, 0.000000, -0.000193
1170, 0.109859, 0.576694, 0.000000, -0.001968
1171, 0.099972, 0.518058, 0.000000, -0.003338
1172, 0.109965, 0.564752, 0.000000, -0.004718
1173, 0.100157, 0.508385, 0.000000, -0.004731
1174, 0.109919, 0.547440, 0.000000, -0.005166
1175, 0.099909, 0.485566, 0.000000, -0.005002
1176, 0.100071, 0.471655, 0.000000, -0.005195
1177, 0.109941, 0.496554, 0.000000, -0.005191
1178, 0.100008, 0.429714, 0.000000, -0.004186
1179, 0.110133, 0.450047, 0.000000, -0.004345
1180, 0.099862, 0.393637, 0.000000, -0.004057
1181, 0.099982, 0.388271, 0.000000, -0.003677
1182, 0.110008, 0.423981, 0.000000, -0.004076
1183, 0.100002, 0.383147, 0.000000, -0.004171
1184, 0.110237, 0.419506, 0.000000, -0.005737
1185, 0.099763, 0.376557, 0.000000, -0.005386
1186, 0.109996, 0.411894, 0.000000, -0.005482
1187, 0.099989, 0.371781, 0.000000, -0.005524
1188, 0.100011, 0.369569, 0.000000, -0.006472
1189, 0.110005, 0.405226, 0.000000, -0.008294
1190, 0.099993, 0.369906, 0.000000, -0.008423
1191, 0.110116, 0.411713, 0.000000, -0.011361
1192, 0.099889, 0.377814, 0.000000, -0.013014
1193, 0.110080, 0.421003, 0.000000, -0.015846
1194, 0.099985, 0.386812, 0.000000, -0.014485
1195, 0.099967, 0.391541, 0.000000, -0.014567
1196, 0.109954, 0.436662, 0.000000, -0.017581
1197, 0.100144, 0.403537, 0.000000, -0.017355
1198, 0.109982, 0.451003, 0.000000, -0.020632
1199, 0.099928, 0.418378, 0.000000, -0.019968
1200, 0.109924, 0.471311, 0.000000, -0.023925
1201, 0.100003, 0.439995, 0.000000, -0.023658
1202, 0.109993, 0.497273, 0.000000, -0.027941
1203, 0.100163, 0.464912, 0.000000, -0.027062
1204, 0.099825, 0.474515, 0.000000, -0.028240
1205, 0.110020, 0.536034, 0.000000, -0.032747
1206, 0.099983, 0.499121, 0.000000, -0.031479
1207, 0.110050, 0.562217, 0.000000, -0.035652
1208, 0.100145, 0.522972, 0.000000, -0.033171
1209, 0.109807, 0.585579, 0.000000, -0.037565
1210, 0.099978, 0.544192, 0.000000, -0.034690
1211, 0.100034, 0.555348, 0.000000, -0.035792
1212, 0.109964, 0.622867, 0.000000, -0.039486
1213, 0.100009, 0.577282, 0.000000, -0.036321
1214, 0.110021, 0.646444, 0.000000, -0.040262
1215, 0.100180, 0.599051, 0.000000, -0.036862
1216, 0.109775, 0.667976, 0.000000, -0.040410
1217, 0.100082, 0.619505, 0.000000, -0.035954
1218, 0.100011, 0.629070, 0.000000, -0.034778
1219, 0.109895, 0.702452, 0.000000, -0.037086
1220, 0.100028, 0.649516, 0.000000, -0.033673
1221, 0.109977, 0.725896, 0.000000, -0.038076
1222, 0.100149, 0.672050, 0.000000, -0.035276
1223, 0.109844, 0.748729, 0.000000, -0.039322
1224, 0.100027, 0.692071, 0.000000, -0.036599
1225, 0.099993, 0.701296, 0.000000, -0.037249
1226, 0.109982, 0.781214, 0.000000, -0.041509
1227, 0.100104, 0.718763, 0.000000, -0.038520
1228, 0.109890, 0.796667, 0.000000, -0.041710
1229, 0.100001, 0.731698, 0.000000, -0.037762
1230, 0.100006, 0.737990, 0.000000, -0.038684
1231, 0.109969, 0.819016, 0.000000, -0.041819
1232, 0.100283, 0.754331, 0.000000, -0.033969
1233, 0.109716, 0.834638, 0.000000, -0.034695
1234, 0.100057, 0.769997, 0.000000, -0.029529
1235, 0.109947, 0.854873, 0.000000, -0.030692
1236, 0.100015, 0.784925, 0.000000, -0.025853
1237, 0.100075, 0.791807, 0.000000, -0.023071
1238, 0.110104, 0.878345, 0.000000, -0.023005
1239, 0.099929, 0.804176, 0.000000, -0.019350
1240, 0.109903, 0.893002, 0.000000, -0.021029
1241, 0.100094, 0.821492, 0.000000, -0.019833
1242, 0.099914, 0.827626, 0.000000, -0.019571
1243, 0.109981, 0.919638, 0.000000, -0.021093
1244, 0.099965, 0.843654, 0.000000, -0.018513
1245, 0.110078, 0.936376, 0.000000, -0.018069
1246, 0.100081, 0.857305, 0.000000, -0.014548
1247, 0.099889, 0.862246, 0.000000, -0.012246
1248, 0.109933, 0.956670, 0.000000, -0.012888
1249, 0.100022, 0.877322, 0.000000, -0.009597
1250, 0.110004, 0.971552, 0.000000, -0.007495
1251, 0.100177, 0.888894, 0.000000, -0.006433
1252, 0.099876, 0.889472, 0.000000, -0.004623
1253, 0.109953, 0.982676, 0.000000, -0.004340
1254, 0.099991, 0.896208, 0.000000, -0.003376
1255, 0.110000, 0.988682, 0.000000, -0.002524
1256, 0.100396, 0.904526, 0.000000, -0.000866
1257, 0.099611, 0.898686, 0.000000, 0.000863
1258, 0.110008, 0.992984, 0.000000, 0.002216
1259, 0.099942, 0.901294, 0.000000, 0.003226
1260, 0.110060, 0.990403, 0.000000, 0.005230
1261, 0.099995, 0.897494, 0.000000, 0.005974
1262, 0.099978, 0.894623, 0.000000, 0.006108
1263, 0.109999, 0.980592, 0.000000, 0.006709
1264, 0.100039, 0.888265, 0.000000, 0.006353
1265, 0.110177, 0.973778, 0.000000, 0.007011
1266, 0.099791, 0.875666, 0.000000, 0.006210
1267, 0.109963, 0.954103, 0.000000, 0.006332
1268, 0.100018, 0.855297, 0.000000, 0.005379
1269, 0.100127, 0.842091, 0.000000, 0.004615
1270, 0.110077, 0.907811, 0.000000, 0.004176
1271, 0.099793, 0.805284, 0.000000, 0.002238
1272, 0.109982, 0.866796, 0.000000, 0.001170
1273, 0.099998, 0.769810, 0.000000, 0.000337
1274, 0.099979, 0.753693, 0.000000, -0.000110
1275, 0.110254, 0.814092, 0.000000, -0.000404
1276, 0.109780, 0.793502, 0.000000, -0.001665
1277, 0.099979, 0.707842, 0.000000, -0.002708
1278, 0.099998, 0.693594, 0.000000, -0.003256
1279, 0.109996, 0.746247, 0.000000, -0.004207
1280, 0.100340, 0.666088, 0.000000, -0.005072
1281, 0.109663, 0.714876, 0.000000, -0.007319
1282, 0.100001, 0.643510, 0.000000, -0.007813
1283, 0.100024, 0.637989, 0.000000, -0.010069
1284, 0.109947, 0.694647, 0.000000, -0.014329
1285, 0.100047, 0.624752, 0.000000, -0.016121
1286, 0.109978, 0.676894, 0.000000, -0.021523
1287, 0.100123, 0.605565, 0.000000, -0.022314
1288, 0.099980, 0.594544, 0.000000, -0.024765
1289, 0.110021, 0.645619, 0.000000, -0.032326
1290, 0.099991, 0.581044, 0.000000, -0.034688
1291, 0.109858, 0.633487, 0.000000, -0.042473
1292, 0.100000, 0.572461, 0.000000, -0.040862
1293, 0.110017, 0.625112, 0.000000, -0.047043
1294, 0.100051, 0.564914, 0.000000, -0.045135
1295, 0.109954, 0.616975, 0.000000, -0.051200
1296, 0.099973, 0.557358, 0.000000, -0.048413
1297, 0.110063, 0.610326, 0.000000, -0.056072
1298, 0.099973, 0.551117, 0.000000, -0.051380
1299, 0.100122, 0.548390, 0.000000, -0.050636
1300, 0.109856, 0.598887, 0.000000, -0.055212
1301, 0.099950, 0.544752, 0.000000, -0.050566
1302, 0.110006, 0.603167, 0.000000, -0.056103
1303, 0.099989, 0.553138, 0.000000, -0.050285
1304, 0.110195, 0.614903, 0.000000, -0.054553
1305, 0.099836, 0.561975, 0.000000, -0.049059
1306, 0.110018, 0.626148, 0.000000, -0.052439
1307, 0.099963, 0.576941, 0.000000, -0.045341
1308, 0.100031, 0.586192, 0.000000, -0.042479
1309, 0.110133, 0.656062, 0.000000, -0.042353
1310, 0.099933, 0.605188, 0.000000, -0.034051
1311, 0.109882, 0.676901, 0.000000, -0.032825
1312, 0.100015, 0.626693, 0.000000, -0.027064
1313, 0.110104, 0.701992, 0.000000, -0.026361
1314, 0.099923, 0.649121, 0.000000, -0.020671
1315, 0.099961, 0.661663, 0.000000, -0.017872
1316, 0.109985, 0.742351, 0.000000, -0.016735
1317, 0.100003, 0.688207, 0.000000, -0.012833
1318, 0.100054, 0.701741, 0.000000, -0.012084
1319, 0.109985, 0.786425, 0.000000, -0.013481
1320, 0.099955, 0.727862, 0.000000, -0.011471
1321, 0.110051, 0.815839, 0.000000, -0.011140
1322, 0.099945, 0.753949, 0.000000, -0.007778
1323, 0.100172, 0.767972, 0.000000, -0.004893
1324, 0.109821, 0.856173, 0.000000, -0.002980
1325, 0.100009, 0.792421, 0.000000, -0.000901
1326, 0.109999, 0.885421, 0.000000, 0.001176
1327, 0.099994, 0.817592, 0.000000, 0.000538
1328, 0.100212, 0.831684, 0.000000, -0.000301
1329, 0.109840, 0.925604, 0.000000, -0.000574
1330, 0.099960, 0.854741, 0.000000, -0.001295
1331, 0.110004, 0.954262, 0.000000, -0.001557
1332, 0.099976, 0.879363, 0.000000, -0.001801
1333, 0.100064, 0.891338, 0.000000, -0.001362
1334, 0.109999, 0.993110, 0.000000, -0.001616
1335, 0.100081, 0.915460, 0.000000, -0.001715
1336, 0.109913, 1.017941, 0.000000, -0.002181
1337, 0.100182, 0.939132, 0.000000, -0.002576
1338, 0.099810, 0.946345, 0.000000, -0.002768
1339, 0.109906, 1.053819, 0.000000, -0.003739
1340, 0.100116, 0.969632, 0.000000, -0.003047
1341, 0.109899, 1.073486, 0.000000, -0.002890
1342, 0.100156, 0.985727, 0.000000, -0.001142
1343, 0.109852, 1.088778, 0.000000, -0.000352
1344, 0.099997, 0.997346, 0.000000, 0.000591
1345, 0.100006, 1.002434, 0.000000, 0.000612
1346, 0.110030, 1.107168, 0.000000, 0.000760
1347, 0.100189, 1.010639, 0.000000, 0.000473
1348, 0.109771, 1.108279, 0.000000, 0.000959
1349, 0.099991, 1.009763, 0.000000, 0.000626
1350, 0.100011, 1.010391, 0.000000, 0.000743
1351, 0.110028, 1.111722, 0.000000, 0.000246
1352, 0.100296, 1.013003, 0.000000, 0.000474
1353, 0.109658, 1.107570, 0.000000, 0.000158
1354, 0.099984, 1.009679, 0.000000, -0.000915
1355, 0.110030, 1.109816, 0.000000, -0.000621
1356, 0.099967, 1.006400, 0.000000, -0.000632
1357, 0.100058, 1.004944, 0.000000, -0.000693
1358, 0.109981, 1.102072, 0.000000, -0.000328
1359, 0.100082, 1.000975, 0.000000, -0.000307
1360, 0.109890, 1.097036, 0.000000, -0.000526
1361, 0.100118, 0.997473, 0.000000, -0.000423
1362, 0.099923, 0.993419, 0.000000, -0.000421
1363, 0.109932, 1.090699, 0.000000, -0.000298
1364, 0.100022, 0.990644, 0.000000, 0.000082
1365, 0.109989, 1.087698, 0.000000, 0.000496
1366, 0.100226, 0.989929, 0.000000, 0.000138
1367, 0.109777, 1.083916, 0.000000, 0.000265
1368, 0.099993, 0.987768, 0.000000, -0.000212
1369, 0.100031, 0.988856, 0.000000, -0.000057
1370, 0.109967, 1.087990, 0.000000, -0.000088
1371, 0.100125, 0.991443, 0.000000, -0.000230
1372, 0.109878, 1.089152, 0.000000, -0.001739
1373, 0.100006, 0.992579, 0.000000, -0.002204
1374, 0.100012, 0.994290, 0.000000, -0.002441
1375, 0.109983, 1.095660, 0.000000, -0.002051
1376, 0.100168, 0.999900, 0.000000, -0.002049
1377, 0.109818, 1.098576, 0.000000, -0.001942
1378, 0.100005, 1.002997, 0.000000, -0.001624
1379, 0.109972, 1.106804, 0.000000, -0.000796
1380, 0.100011, 1.009781, 0.000000, -0.000475
1381, 0.100080, 1.012936, 0.000000, 0.000272
1382, 0.109985, 1.116287, 0.000000, -0.000078
1383, 0.100045, 1.019542, 0.000000, 0.001403
1384, 0.109879, 1.126306, 0.000000, 0.001192
1385, 0.100046, 1.031015, 0.000000, 0.002063
1386, 0.109986, 1.138846, 0.000000, 0.003234
1387, 0.099965, 1.040407, 0.000000, 0.004371
1388, 0.099980, 1.045969, 0.000000, 0.005022
1389, 0.110061, 1.158115, 0.000000, 0.005726
1390, 0.100144, 1.060044, 0.000000, 0.004855
1391, 0.109800, 1.169057, 0.000000, 0.005344
1392, 0.099983, 1.070561, 0.000000, 0.004276
1393, 0.100029, 1.076278, 0.000000, 0.003927
1394, 0.109976, 1.188988, 0.000000, 0.003131
1395, 0.100197, 1.088806, 0.000000, 0.002193
1396, 0.109913, 1.200968, 0.000000, 0.001472
1397, 0.099889, 1.097657, 0.000000, 0.001362
1398, 0.109955, 1.215197, 0.000000, 0.000613
1399, 0.100032, 1.111354, 0.000000, 0.000342
1400, 0.100358, 1.119264, 0.000000, 0.000337
1401, 0.109646, 1.226184, 0.000000, 0.000491
1402, 0.099998, 1.121008, 0.000000, 0.000484
1403, 0.109990, 1.235701, 0.000000, 0.000475
1404, 0.100052, 1.125936, 0.000000, 0.000425
1405, 0.099986, 1.126495, 0.000000, -0.000252
1406, 0.110110, 1.241597, 0.000000, -0.000151
1407, 0.099820, 1.126108, 0.000000, -0.000656
1408, 0.110101, 1.242959, 0.000000, -0.000632
1409, 0.100118, 1.130670, 0.000000, -0.000414
1410, 0.109855, 1.240366, 0.000000, -0.000657
1411, 0.099949, 1.128364, 0.000000, -0.000058
1412, 0.099998, 1.129182, 0.000000, -0.000507
1413, 0.109996, 1.241261, 0.000000, -0.000428
1414, 0.100186, 1.129192, 0.000000, -0.000099
1415, 0.109814, 1.236824, 0.000000, 0.000008
1416, 0.099996, 1.125398, 0.000000, 0.000109
1417, 0.100033, 1.125950, 0.000000, 0.000442
1418, 0.109959, 1.238408, 0.000000, 0.000824
1419, 0.100272, 1.129463, 0.000000, 0.000326
1420, 0.109726, 1.235387, 0.000000, 0.000561
1421, 0.100001, 1.125485, 0.000000, 0.000164
1422, 0.110029, 1.238727, 0.000000, -0.000082
1423, 0.099969, 1.126079, 0.000000, -0.001232
1424, 0.100216, 1.128565, 0.000000, -0.002069
1425, 0.109785, 1.235463, 0.000000, -0.002420
1426, 0.099968, 1.125525, 0.000000, -0.003258
1427, 0.110087, 1.241779, 0.000000, -0.003808
1428, 0.099917, 1.129151, 0.000000, -0.003576
1429, 0.100009, 1.131623, 0.000000, -0.003325
1430, 0.110158, 1.247949, 0.000000, -0.003398
1431, 0.100009, 1.134487, 0.000000, -0.003412
1432, 0.109819, 1.247678, 0.000000, -0.003661
1433, 0.100071, 1.138669, 0.000000, -0.002856
1434, 0.109962, 1.252702, 0.000000, -0.002531
1435, 0.099976, 1.140134, 0.000000, -0.001815
1436, 0.099969, 1.141390, 0.000000, -0.001867
1437, 0.110016, 1.258091, 0.000000, -0.001004
1438, 0.100208, 1.148633, 0.000000, -0.000190
1439, 0.109823, 1.261503, 0.000000, 0.000304
1440, 0.099974, 1.150062, 0.000000, 0.000753
1441, 0.099997, 1.152253, 0.000000, 0.000586
1442, 0.110047, 1.271620, 0.000000, 0.001545
1443, 0.100041, 1.160348, 0.000000, 0.001731
1444, 0.109912, 1.278962, 0.000000, 0.002429
1445, 0.099978, 1.165215, 0.000000, 0.002876
1446, 0.110019, 1.283949, 0.000000, 0.003815
1447, 0.099971, 1.170482, 0.000000, 0.003317
1448, 0.100247, 1.178988, 0.000000, 0.003336
1449, 0.109754, 1.296018, 0.000000, 0.003383
1450, 0.099958, 1.183740, 0.000000, 0.003096
1451, 0.110027, 1.307037, 0.000000, 0.002800
1452, 0.100011, 1.192617, 0.000000, 0.002275
1453, 0.100055, 1.197687, 0.000000, 0.001901
1454, 0.109979, 1.321233, 0.000000, 0.002094
1455, 0.100077, 1.206152, 0.000000, 0.002030
1456, 0.109903, 1.328962, 0.000000, 0.002230
1457, 0.100272, 1.216033, 0.000000, 0.002047
1458, 0.099770, 1.212584, 0.000000, 0.001978
1459, 0.109936, 1.338688, 0.000000, 0.002501
1460, 0.099992, 1.218653, 0.000000, 0.002621
1461, 0.109996, 1.339901, 0.000000, 0.003109
1462, 0.100059, 1.217707, 0.000000, 0.002569
1463, 0.109944, 1.336247, 0.000000, 0.001878
1464, 0.099974, 1.213472, 0.000000, 0.001413
1465, 0.100050, 1.213184, 0.000000, 0.001499
1466, 0.109965, 1.331630, 0.000000, 0.001653
1467, 0.100166, 1.210935, 0.000000, 0.001352
1468, 0.109803, 1.324969, 0.000000, 0.000989
1469, 0.100081, 1.205401, 0.000000, 0.001125
1470, 0.099992, 1.201842, 0.000000, 0.001122
1471, 0.109940, 1.317680, 0.000000, 0.001320
1472, 0.100219, 1.197150, 0.000000, 0.000582
1473, 0.109815, 1.307882, 0.000000, 0.001394
1474, 0.099983, 1.187354, 0.000000, 0.000938
1475, 0.099979, 1.183470, 0.000000, 0.001772
1476, 0.110065, 1.297500, 0.000000, 0.001444
1477, 0.099955, 1.172217, 0.000000, 0.001316
1478, 0.110161, 1.284646, 0.000000, 0.001417
1479, 0.099850, 1.157122, 0.000000, 0.001061
1480, 0.110016, 1.265305, 0.000000, 0.001319
1481, 0.100224, 1.142247, 0.000000, 0.001046
1482, 0.099760, 1.125508, 0.000000, 0.000995
1483, 0.109933, 1.225880, 0.000000, 0.001049
1484, 0.100025, 1.100840, 0.000000, 0.001351
1485, 0.110011, 1.193875, 0.000000, 0.001828
1486, 0.100165, 1.071736, 0.000000, 0.001915
1487, 0.099911, 1.054437, 0.000000, 0.001669
1488, 0.109909, 1.143167, 0.000000, 0.001693
1489, 0.100013, 1.025060, 0.000000, 0.001888
1490, 0.109981, 1.110433, 0.000000, 0.002014
1491, 0.100081, 0.994834, 0.000000, 0.001772
1492, 0.109927, 1.074955, 0.000000, 0.001569
1493, 0.099994, 0.961287, 0.000000, 0.000877
1494, 0.099976, 0.945694, 0.000000, 0.000049
1495, 0.110063, 1.024194, 0.000000, -0.000911
1496, 0.100293, 0.918376, 0.000000, -0.002611
1497, 0.109671, 0.989117, 0.000000, -0.004359
1498, 0.099965, 0.889074, 0.000000, -0.005350
1499, 0.110005, 0.966071, 0.000000, -0.007322
1500, 0.069994, 0.608462, 0.000000, -0.005818
1501, 0.108010, 0.929393, 0.000000, -0.007132
1502, 0.108011, 0.917460, 0.000000, -0.007130
1503, 0.108011, 0.905120, 0.000000, -0.007128
1504, 0.108010, 0.892372, 0.000000, -0.007127
1505, 0.108011, 0.879241, 0.000000, -0.007125
1506, 0.108010, 0.865695, 0.000000, -0.007124
1507, 0.108011, 0.851765, 0.000000, -0.007123
1508, 0.108011, 0.837428, 0.000000, -0.007123
1509, 0.108010, 0.822683, 0.000000, -0.007122
1510, 0.108011, 0.807557, 0.000000, -0.007122
1511, 0.108010, 0.792015, 0.000000, -0.007122
1512, 0.108011, 0.776088, 0.000000, -0.007122
1513, 0.108011, 0.759754, 0.000000, -0.007122
1514, 0.108010, 0.743015, 0.000000, -0.007122
1515, 0.108011, 0.725890, 0.000000, -0.007123
1516, 0.079810, 0.524956, 0.000000, 0.002794
1517, 0.099992, 0.642891, 0.000000, 0.004134
1518, 0.110056, 0.687405, 0.000000, 0.004840
1519, 0.099979, 0.605180, 0.000000, 0.004469
1520, 0.100210, 0.587063, 0.000000, 0.004326
1521, 0.109753, 0.619496, 0.000000, 0.005019
1522, 0.100009, 0.542088, 0.000000, 0.004488
1523, 0.109998, 0.570224, 0.000000, 0.004438
1524, 0.099995, 0.493978, 0.000000, 0.003963
1525, 0.100070, 0.470685, 0.000000, 0.003843
1526, 0.109970, 0.489335, 0.000000, 0.004238
1527, 0.100091, 0.419552, 0.000000, 0.003387
1528, 0.109874, 0.433297, 0.000000, 0.003230
1529, 0.100093, 0.371680, 0.000000, 0.002878
1530, 0.109928, 0.384538, 0.000000, 0.003074
1531, 0.099949, 0.328703, 0.000000, 0.002253
1532, 0.099988, 0.310795, 0.000000, 0.002402
1533, 0.110063, 0.326351, 0.000000, 0.002318
1534, 0.100153, 0.287017, 0.000000, 0.001785
1535, 0.109786, 0.306667, 0.000000, 0.002214
1536, 0.100000, 0.272690, 0.000000, 0.001792
1537, 0.109999, 0.293579, 0.000000, 0.002016
1538, 0.099999, 0.263260, 0.000000, 0.001930
1539, 0.100193, 0.262632, 0.000000, 0.002020
1540, 0.109784, 0.287403, 0.000000, 0.002141
1541, 0.100027, 0.261626, 0.000000, 0.001995
1542, 0.109979, 0.287117, 0.000000, 0.002105
1543, 0.100004, 0.260249, 0.000000, 0.001930
1544, 0.100255, 0.260119, 0.000000, 0.002030
1545, 0.109758, 0.284071, 0.000000, 0.002454
1546, 0.099937, 0.258191, 0.000000, 0.002395
1547, 0.110057, 0.284702, 0.000000, 0.002544
1548, 0.100022, 0.262858, 0.000000, 0.002698
1549, 0.110008, 0.301538, 0.000000, 0.003191
1550, 0.100166, 0.290649, 0.000000, 0.002969
1551, 0.099892, 0.307278, 0.000000, 0.003069
1552, 0.109905, 0.358641, 0.000000, 0.003733
1553, 0.100016, 0.344093, 0.000000, 0.003527
1554, 0.109983, 0.397250, 0.000000, 0.003855
1555, 0.099957, 0.379030, 0.000000, 0.003258
1556, 0.110060, 0.439625, 0.000000, 0.002967
1557, 0.099960, 0.421696, 0.000000, 0.001685
1558, 0.100221, 0.445001, 0.000000, -0.000245
1559, 0.109755, 0.512561, 0.000000, -0.000933
1560, 0.100021, 0.490014, 0.000000, -0.000951
1561, 0.109967, 0.563499, 0.000000, -0.000959
1562, 0.100021, 0.534311, 0.000000, -0.001108
1563, 0.110075, 0.609838, 0.000000, -0.001766
1564, 0.099920, 0.571422, 0.000000, -0.000555
1565, 0.099985, 0.588274, 0.000000, -0.000304
1566, 0.110028, 0.667343, 0.000000, -0.000807
1567, 0.099988, 0.625751, 0.000000, 0.000185
1568, 0.110018, 0.710851, 0.000000, 0.001622
1569, 0.099949, 0.666129, 0.000000, 0.000981
1570, 0.100010, 0.685632, 0.000000, 0.001946
1571, 0.110084, 0.775805, 0.000000, 0.003449
1572, 0.099939, 0.721324, 0.000000, 0.002660
1573, 0.110203, 0.813092, 0.000000, 0.002428
1574, 0.099798, 0.752534, 0.000000, 0.003038
1575, 0.109964, 0.847871, 0.000000, 0.001621
1576, 0.100002, 0.790101, 0.000000, 0.000106
1577, 0.100202, 0.810382, 0.000000, 0.001164
1578, 0.109811, 0.907910, 0.000000, 0.001144
1579, 0.100003, 0.842705, 0.000000, 0.000904
1580, 0.109980, 0.942694, 0.000000, 0.001510
1581, 0.100011, 0.872920, 0.000000, 0.000806
1582, 0.110091, 0.978465, 0.000000, 0.001143
1583, 0.099895, 0.902861, 0.000000, 0.000756
1584, 0.100009, 0.916701, 0.000000, 0.000554
1585, 0.109986, 1.020530, 0.000000, 0.000981
1586, 0.100047, 0.939227, 0.000000, 0.000675
1587, 0.110006, 1.045951, 0.000000, 0.000370
